text,label
江苏的考卷，堆出苦笑。。。 係咯，你识唔识讲广东话 依家推广紧普通话，d后生仔后生女都唔识啦，哎，真係可惜,0
区别还是很大的，看到黑人就知道这个阿皮肯定是能到最后还活蹦乱跳或者非常光荣的为了主角而便当的。 老马这个说实在话我真没想到他那么快就便当了……,0
别的不说 ，就自己家乡，山西北部，农田主要粮食作物是土豆玉米，根据我二十多年来观察，已经有超过半数家庭是以土豆为主粮了。,0
她是照骗很多日本女星都是写真可看视频一般,0
医生面前无男女？？？前段时间还爆出过医生趁患者麻醉时候强奸的呢,1
黑人也不是坏人吧，只是圣母病，我是说这一堆人都蠢得。。。,1
大家可以看看这个人的回答，地域黑东北，就不用我说了吧。,1
河南的所有东西都很难吃！没有地域黑的意思！真的是不好吃！,1
我东北的，每次我看到有人说东北重男轻女不严重我都怀疑人生，就我身边的和我碰到的人来说，都重男轻女[小情绪],1
"黑人口音是怎么形成的? 地域不同 造成口音不同, 还能理解, 人种不同, 但在同一个地方的, 为什么会有口音的差别?",1
同意，那句桃色事件还是女人沾光的话，真的恶心到我了,1
答主，我在贵阳，消费水平比广州还高，我想回广州！,0
矛头的重点在于学校不在于学生，单就事论事，就山东大学来说，或者就整个社会来说，就有这么龌龊的事啊，但是指出这些问题不夹死货的话，只是因为被恶心到了,1
暖气片用的是水暖，烧燃起的，走的管子。空调我家没有装，因为夏天贵阳不热，用电风扇就够了[机智],0
黑人还是中国人？因为听说的几起沈阳强奸女学生的都是黑人，不知道这个是不是也是。,1
本来就是女性不占优势，咱们这儿一直都是女性被家暴的时间占多数，也不知道一些人在这杠什么，扯jb的男女。,1
比美帝细分亚裔法案还恶毒的就是细分祖源高度一致的汉人。我建议你去细分您的家族吧。最好分成一亿份，别祸害其他国人了。,1
排华法案、二战时日裔被关集中营+强制参军，最近的还有加州华裔细分法案、大学按族裔分配比例，亚裔入学率腰斩。同样的阶级，不能像黑人必须按比例占有岗位，挑剩的岗位还要排优先级，在东南亚印度台湾等地区的亚裔后面。,1
黑人奴隶……这主角是长得有多挫啊！,1
上海当时再朋友圈里疯传，大家都收到了看，然后啧啧骂他，然并卵，最后也没闹大就这样了，只是周终于不再恶心上海人了而已，去了浙江卫视。,1
是啊，社会这种 男的有钱就好了别的不重要 正是这种残酷的源头，改变某些落后观念受益的是所有人。,1
而且这女人还有另一个女儿，都不怕再一个女儿被荼毒...就考虑儿子的心理，这种女人不配做妈，女儿被强奸几年她能不知道?真不信,0
没错，为什么喜欢允许女性公开攻击男性，男的却不行。你们女人明明那么普通，为什么还那么自信？说女人不一样说的通吗？,1
忧郁的台湾乌龟，恶梦,0
应该是老死的，也不排除意外。挖石头的不是爱德蒙的机器人，是女主带的凯斯，营地很新，也插着新国旗，所以也可能是女主新建的。,0
如果你是河南人，直接一井盖拍晕他 如果你是山西人，直接把他发配小煤窑,1
孕傻确实存在啊，要是女生做的是需要心算的工作，确实会对工作产生影响。而且，女老板对此更清楚，她们也对女性有就业歧视。解决这个问题只有一个办法，,1
回锅肉是川菜，猪肉、青椒、蒜苗等是最基本的组成材料，虽然口味各有不同但是辣是不变的主题。如果把五花肉切片，放上青菜爆炒，端上来也叫它回锅肉，那我无话可说。另外回锅肉可以说是川菜之首，随便改变它的基本味道就不怕被四川人民批判,0
"60年后中国粮食产量一直在增长,即便改开后也仍然在进口.反而印度人口已经接近中国了,粮食产量少一半确实净出口的.其实中国6,70年代进行的是套利交易,出口一吨大米换回两吨小麦.",0
你说的台湾的情况我也在看直播的时候也特地留意了，的确如此。真特么恶心人。唉，台湾想独立的心还是非常的大啊！真特么的忘了自己是哪国人了。恕我直言，古代也有死不投降湾湾国，最后还不是被收复了,1
我玩游戏（csgo）碰到过最垃圾的人百分之九十都是台湾人。喷人的，挂机的，杀队友的，给对面爆点的，骂大陆的，都是台湾人。我觉得这不是巧合，湾湾的玻璃心是真的恶心。,1
重庆就四川分出来的，所以也有这句脏话。可是很少说啊，我本地人以前都不知道有这句话，是真是很带有攻击性，如果气氛本来就不好了，遇到一个懂这句话的人，可能你会被打的。,0
我家不锁门从来不被偷，对面封闭小区还有保安主人出去旅行，回来发现厚厚的被卷起来一半，家里搬空了。话说回来，有多少受害者是在黑人贫民窟被强奸的？,1
历史上吉林本来是有太平洋出海口的 只不过把那块国土弄丢了（摊手）,0
双手赞成！印度人的咖喱味法师是真的烂！法师这么精彩的保留角色愣是搞成这样，Missy绝对是我心目中的法师第一名了，坏得可爱,0
坐标天津 身边好几个东北人把七大姑八大姨结婚后全接来的例子 怕的一b,0
百越先民在基因上和汉族没什么太大的区别 区别是文化和信仰 因为他们的父系Y都是O是新亚洲人种，真正的矮黑人是西藏西南地区 还有日本这些地方 棕种人也就是C 通古斯语族群普遍分布于中国北方朝鲜半岛到西伯利亚一带,0
印度人的口头禅之一就是，印度是最大的民主国家，中国啥啥啥。,0
江西吉安英语本科，考数学上岸[惊讶],0
明明心里有鬼，还隐私。简直是搞笑。那男的为啥想查？用隐私为借口，来掩饰自己的淫乱？,1
姐姐你长得好漂亮呜呜呜，真的是仙女，下凡辛苦了[大哭],0
这种男人你为什么不做好安全措施，还想生，想什么么？受了那么多教育，不知道怎么保护自己？,1
跟落不落后没关系，上海话外地人听不懂，所以必须讲普通话，四川话基本听个大概，所以他们没有那么强动力学普通话。东北更甚，东北话基本所有人都听得懂，不少东北人去哪都是一口东北话,1
领先世界几百年科技的国家靠打架选国王，牛逼！ 坐拥一坐振金山的军队骑着犀牛拿着镰刀砍人，牛逼！ 两个黑人穿着黑色衣服在漆黑的山洞里打架，刺激！,0
所以日本男人喝夜酒，随地大小便，找妓女发泄欲望。日本女人背着老公乱搞，偷情，,1
我是mtf，也认识几个mtf，没什么体验，每天还是一样的生活。,0
"对于网上的一些无聊话语，见多了也就不糟心了。比如什么“蒙古正统察哈尔，外蒙古都是奴隶”，这根啥有点像呢，就跟“中华民族的文化正统在台湾”一样搞笑。,两个字概括之：谬论！,以下是历史大神关毛的文案,关毛：蒙古族的正统在哪个国家？中国？蒙古？",1
就欣赏你们这种靠自己走出恶心家庭的女性，勇敢往前走，千万别回头，让他们说他们的，你一点都没有错。,1
逍遥法外这个太赞了，除了那个小黑人，黑莲花。。。,0
截图不全，而且四个小时只截女博士骂人的话正常吗？女博士倒是想饶人，一开始怼出去那几个男的有出来说一声确实不合适，以后不会了？倒是有几个女的出来开始阴阳怪气,1
以白为美是歧视黑人，是种族歧视。[惊喜]我这辈子最恨两种人，一种是种族歧视的人，另一种是以白为美的人[惊喜]。（手动狗头）,1
有的印度人确实挺逗的,0
《拉丁美洲被切开的血管》里面描述是欧洲人从非洲运来黑奴，那么哪里来的奴隶呢？非洲的传统是部族战争后，失败这被沦为奴隶，非洲人的奴隶制一直存在于部族中。为啥后面各国要求废除奴隶制，是因为全是奴隶的话，,1
所以还是理解不了黑人的这个行为，要么拼死反抗一下，像那个连杀2个警察的那个，,1
我一直郁闷为什么在爱奇艺任何稍微火一点的电视剧里都能看见河南人偷井盖之类的弹幕……,1
太感谢了，以后有困惑我再来问，解答给满分，爱你～来自减肥两三年一直没成功的大龄剩女=_=,0
黄种人基因的希望,0
【消息】Benjamin Zephaniah is back for Series 2 ↑ 第二季剧照（Tommy的气质还是一如既往的冷酷邪魅呀）为了防止大家已经遗忘这个黑人男子是谁，我特地找出了他在第一季里面出现的镜头饰演耶利米,0
保研率是平均保研率，计算机经济都在均保研率之上。而且你这是田忌赛马。难道上海大学深圳大学没有生化环材吗？跟兰大的生化环材还有高保做底，他们不是更惨吗？,0
这个是送给黑人的，和漂泊没关系。11年大一的时候听到这歌，在日本电影《鸭子和野鸭子的投币式自动存放柜》。四处安利歌和电影,0
谁告诉你亚裔受到歧视比黑人还大？就警察来说，亚裔的待遇甚至比白人都高。,1
黄种人更像猴子，白黑种人更像猩猩,0
台湾屁大点地方2000万人，朝鲜半岛上快一亿人了，那恶心程度不是台湾能比的,1
简单，性别对立入刑法，先枪毙几个首犯，再判几个重犯二十年。,1
为啥我觉得人家说的挺对，歧视就是白种人歧视黑人,1
黑人也太公平了，大部分的犯罪率底层枪杀毒品，那黑人真赚大发了，,1
唐门少东家唐影 翠烟门门主秋依水 风雪山庄掌门长女赵无双 书生门门主柴嵩,0
二本外国语大学（历史不久，吉林外国语大学）小语种加国贸双学位（学位网才可以查到的双学位)值得读吗,0
去年对黑人电影关照不够，今年得补上，当然《月光男孩》也是好电影,0
你可能对四川人有什么误解 这是一个形容词 又是一个感叹句 再是一句口头禅 脏只出于互殴对骂 有多脏？？照你这样说四川人都是莽夫 有意思,1
